MODALIDAD,TITULACION,TIPO_FORMACION,CARRERA_ESPECIALIDAD,TURNO,PLAN,DescTForm,DescCarre,Mail,Enlace,Nro_Establecimiento
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,FÍSICA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL,,02 - PROFESORADO,FÍSICA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL,,02 - PROFESORADO,FÍSICA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,HISTORIA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,HISTORIA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,HISTORIA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,HISTORIA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,INGLÉS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,INGLÉS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,INGLÉS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL,,02 - PROFESORADO,INGLÉS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL,,02 - PROFESORADO,INGLÉS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ITALIANO,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ITALIANO,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ITALIANO,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ITALIANO,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ITALIANO,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,LITERATURA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,LITERATURA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,LITERATURA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,LITERATURA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,MATEMÁTICA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,MATEMÁTICA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,MATEMÁTICA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL,,02 - PROFESORADO,MATEMÁTICA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL,,02 - PROFESORADO,MATEMÁTICA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,PORTUGUÉS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,PORTUGUÉS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,PORTUGUÉS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL,,02 - PROFESORADO,PORTUGUÉS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL,,02 - PROFESORADO,PORTUGUÉS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,QUÍMICA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,QUÍMICA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,QUÍMICA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL,,02 - PROFESORADO,QUÍMICA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL,,02 - PROFESORADO,QUÍMICA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,SOCIOLOGÍA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,SOCIOLOGÍA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,SOCIOLOGÍA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,SOCIOLOGÍA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,SOCIOLOGÍA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ASTRONOMÍA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ASTRONOMÍA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ASTRONOMÍA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ASTRONOMÍA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,COMUNICACIÓN VISUAL,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,COMUNICACIÓN VISUAL,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,COMUNICACIÓN VISUAL,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,COMUNICACIÓN VISUAL,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,EDUCACIÓN MUSICAL,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,EDUCACIÓN MUSICAL,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,EDUCACIÓN MUSICAL,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,EDUCACIÓN MUSICAL,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,FILOSOFÍA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,FILOSOFÍA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,FILOSOFÍA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,FILOSOFÍA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,FÍSICA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,FÍSICA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,FÍSICA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,FÍSICA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,FRANCÉS,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,FRANCÉS,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,HISTORIA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,HISTORIA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,HISTORIA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,INGLÉS,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,INGLÉS,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,INGLÉS,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,INGLÉS,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ITALIANO,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ITALIANO,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ITALIANO,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ITALIANO,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,LITERATURA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,LITERATURA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,LITERATURA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,MATEMÁTICA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,MATEMÁTICA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,MATEMÁTICA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,MATEMÁTICA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,PORTUGUÉS,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,PORTUGUÉS,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,PORTUGUÉS,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,PORTUGUÉS,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,QUÍMICA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,QUÍMICA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,QUÍMICA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,QUÍMICA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,DERECHO - SOCIOLOGÍA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,DERECHO - SOCIOLOGÍA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,DERECHO - SOCIOLOGÍA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,DERECHO - SOCIOLOGÍA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,IDIOMA ESPAÑOL,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,IDIOMA ESPAÑOL,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,IDIOMA ESPAÑOL,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,IDIOMA ESPAÑOL,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ALEMÁN,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ALEMÁN,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1403563
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,INTERMEDIO/VESPERTINO,2017,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,NOCTURNO,2017,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,INTERMEDIO/VESPERTINO,2017,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,NOCTURNO,2017,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan-2023,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan-2023,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan-2023,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE EDUCACIÓN PRIMARIA,NOCTURNO,2023,https://www.cfe.edu.uy/index.php/plan-2023,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan-vigente,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan-vigente,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan-vigente,,,,1403568
PRESENCIAL,,01 - MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan-vigente,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ASTRONOMÍA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ASTRONOMÍA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,ASTRONOMÍA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,ASTRONOMÍA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,ASTRONOMÍA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,ASTRONOMÍA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,CIENCIAS BIOLÓGICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,CIENCIAS GEOGRÁFICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,COMUNICACIÓN VISUAL,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,COMUNICACIÓN VISUAL,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,COMUNICACIÓN VISUAL,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,COMUNICACIÓN VISUAL,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,COMUNICACIÓN VISUAL,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,COMUNICACIÓN VISUAL,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,DERECHO,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL CENTRO,,02 - PROFESORADO,DERECHO,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
SEMIPRESENCIAL,,02 - PROFESORADO,DERECHO,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1403568
